rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
31201;0;SAINT MARY SCHOOL - EL MILAGRO;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;25;25;292;269;6;-5;-10;-23;0;0;-1;-1;;;;;16.0;40.0;44.0;32.0;32.0;36.0;0;20240418;final20240418v1;4b;2023
364;6;COL. ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;39;40;293;276;1;-3;-9;-16;0;0;-1;-1;;;;;7.7;30.8;61.5;17.5;50.0;32.5;0;20240418;final20240418v1;4b;2023
6315;0;ESCUELA RUCAHUE;9;DE LA ARAUCANÍA;91;CAUTÍN;9109;LONCOCHE;93;Cautin Sur;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;20240418;final20240418v1;4b;2023
7938;3;ESCUELA RURAL ENTRE RIOS;10;DE LOS LAGOS;101;LLANQUIHUE;10104;FRESIA;101;Llanquihue;6;4;2;2;2;2;299;284;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
11333;6;ESCUELA OSVALDO HIRIART CORVALAN;7;DEL MAULE;71;TALCA;7107;PENCAHUE;72;Talca;2;1;2;2;5;5;231;232;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
12667;5;COLEGIO HUMBERSTONE;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;4;1;120;121;287;266;9;2;5;-2;0;0;1;0;;;;;17.5;26.7;55.8;29.8;46.3;24.0;0;20240418;final20240418v1;4b;2023
22153;8;ESCUELA PARTICULAR ESTRELLA SOLITARIA;14;DE LOS RÍOS;142;DEL RANCO;14203;LAGO RANCO;142;Ranco;3;2;1;2;2;2;247;223;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
2333;7;ESC.GUIDO ASSIS GONZALEZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;1;1;2;2;18;18;258;236;57;39;-2;-11;1;1;0;-1;;;;;33.3;33.3;33.3;55.6;38.9;5.6;0;20240418;final20240418v1;4b;2023
3916;0;ESCUELA CAPILLA NORTE;16;DE ÑUBLE;161;DIGUILLÍN;16104;EL CARMEN;161;Diguillín;2;1;1;2;4;4;255;252;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
4254;4;ESCUELA PUENTE PERALES;8;DEL BIOBÍO;83;BIOBÍO;8304;LAJA;82;Bio Bio;2;1;2;2;10;10;277;288;35;0;17;41;1;0;1;1;;;;;40.0;10.0;50.0;10.0;60.0;30.0;0;20240418;final20240418v1;4b;2023
4497;0;ESCUELA PARTICULAR ALFA Y OMEGA;8;DEL BIOBÍO;83;BIOBÍO;8304;LAJA;82;Bio Bio;3;2;2;1;13;13;274;237;30;4;14;-10;1;0;1;0;;;;;38.5;0.0;61.5;53.8;38.5;7.7;0;20240418;final20240418v1;4b;2023
4841;0;ESCUELA BASICA CERRO ESTANQUE;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;2;1;16;16;314;278;18;-26;54;31;0;-1;1;1;;;;;12.5;12.5;75.0;25.0;37.5;37.5;0;20240418;final20240418v1;4b;2023
6175;1;ESCUELA LAS PALMERAS;9;DE LA ARAUCANÍA;91;CAUTÍN;9105;FREIRE;93;Cautin Sur;2;1;1;2;2;2;202;226;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
